-116621828, 117922949, 32234013
-118066228, 124535944, 33089826
-119490780, 123779880, 33168960
-120950343, 128467442, 33674416
-122407716, 129279647, 34133824
-123835035, 127824804, 33638328
-125265796, 129380275, 33886254
-126698110, 130517970, 34410180
-128102461, 129246735, 33835206
-129512270, 131083456, 33997782
-130924694, 132785735, 33938047
-132354250, 135423108, 34795296
-133775322, 135356495, 35388555
-135208327, 137235540, 36491240
-136638127, 137727954, 37137786
-138069552, 139175572, 37291708
-139523336, 142571996, 38099300
-140999688, 146241840, 38650500
-142479710, 148253072, 38473290
-143974349, 150684640, 39446888
-145476913, 152805114, 39817638
-146972042, 152892372, 40367404
-148509992, 158670875, 41630365
-150049041, 159425532, 42707652
-151584594, 159738695, 43609576
-153063376, 154540672, 42886414
-154560870, 157274220, 44251926
-156046253, 156923000, 44525280
-157531611, 158182369, 44735299
-156610929, 155676430, 44846298
-158094749, 158195338, 45024186
-159584379, 160109796, 45375028
-161073903, 161889196, 44931480
-160135663, 158676408, 43799764
-159197460, 157953905, 44681184
-158261191, 156689910, 45198384
-156800113, 154793808, 43608042
-155877057, 152704384, 45351096
-154944689, 152501473, 45364839
-154014338, 150729516, 45205550
-152602564, 144084875, 43787055
-151173723, 144732800, 43955688
-149763853, 141810144, 42909314
-148376308, 138621402, 41716464
-146992430, 137298216, 41115030
-145605787, 136746360, 40522760
-144192961, 138718895, 40280723
-142795730, 135945558, 39714300
-141391644, 134187417, 41406785
-139973003, 135094644, 40645120
-140916970, 140825646, 41287689
-141872575, 143184268, 40735718
-142817915, 143327765, 40677915
-144307750, 145106040, 44337644
-145820877, 147508680, 46753473
-147355920, 151845348, 46465440
-148900537, 154707555, 46179952
-150450879, 155743008, 47684700
-151977269, 154819625, 46916779
-153462297, 153092520, 44281312
-154950379, 154914854, 44266200
-155884894, 153294208, 43147744
-156818254, 153916608, 42346096
-157798445, 161591950, 42577488
-158752654, 159252508, 42094899
-159728803, 163016172, 41411520
-160694861, 163134741, 41422521
-161666709, 164978790, 40975246
-162655894, 168624180, 40801631
-163598889, 163183272, 40073592
-162142723, 161899290, 39821360
-160724728, 155914092, 39186378
-159295337, 156181634, 39029229
-157863544, 154524084, 39695712
-156429120, 153686187, 39448297
-155026281, 149553690, 37863900
-153627529, 147246534, 38338594
-152227304, 146363392, 38000628
-150808250, 147380325, 38011113
-149400577, 144820116, 37712822
-147972960, 146307750, 37287475
-146536720, 145804408, 37497312
-145621915, 145780461, 39208290
-144708075, 144592204, 39615932
-143805927, 141830876, 39691176
-142916253, 138958080, 39709880
-141544092, 133010465, 37400622
-140168175, 132092622, 37447248
-139315700, 130617630, 38795505
-137964183, 126742064, 37801298
-137127596, 126299670, 38465637
-136255333, 129914742, 39566320
-135386402, 128237598, 39621335
-134520612, 126846048, 40014600
-133659114, 125226981, 40267623
-132798918, 124589190, 41409816
-131963456, 120274851, 41000481
-131120466, 120508236, 42015358
-130280681, 118910063, 42086220
-129454256, 116388954, 42367104
-128616610, 116959395, 43371721
-127784881, 115340472, 43815612
-126932328, 117122536, 45244881
-128367945, 119681744, 45572960
-129801706, 120777615, 45643178
-131250425, 122764748, 47070882
-132694525, 123555147, 47168777
-134127562, 124241904, 46354436
-135559754, 125131673, 46892175
-136982524, 125523420, 46753568
-138408460, 126766884, 47409964
-139872016, 131833856, 48126624
-141330939, 132566176, 48295299
-142792326, 133878522, 48792380
-144242372, 134107710, 48545532
-145689976, 134779704, 49142120
-147127642, 135367596, 48557294
-148571219, 137365098, 48627084
-149459035, 138203149, 47325015
-150363120, 141749640, 47671864
-151266818, 142487906, 46834848
-152178359, 144640882, 46586800
-153079434, 144490683, 46246174
-154005361, 149010180, 46329024
-155482055, 149153375, 47905923
-156954071, 149860242, 48050330
-158433628, 151195024, 49426695
-159931710, 153402496, 51535500
-161427662, 153903837, 52401527
-162904246, 152626370, 52641090
-164373902, 153023851, 52768625
-163518124, 150813130, 53560848
-165001135, 154404067, 53870658
-166480133, 154888932, 54396266
-165631345, 152459372, 56389296
-164787158, 151146710, 57326400
-163942411, 150767976, 58643457
