50000000, 0, 0, 0
45179570, 4820430, 0, 0
35352420, 9732500, 4960900, 0
25514998, 14595030, 10262212, 0
15533524, 19922320, 15321888, 0
5929962, 24884454, 20453044, 0
62629, 28993072, 21183400, 0
62629, 28496351, 21359200, 0
51001, 22978158, 26069448, 0
47579, 17554368, 30673786, 0
90799, 12793234, 35601156, 0
95242, 8955327, 40408821, 0
45339, 4215996, 45361612, 0
50980, 0, 50459400, 0
50980, 0, 52450650, 0
50980, 0, 52880400, 0
50980, 0, 54312750, 0
50980, 0, 53071650, 0
50980, 0, 53774100, 0
50980, 0, 53842050, 0
50980, 0, 55179000, 0
50980, 0, 53705700, 0
50980, 0, 53446500, 0
50980, 0, 55390500, 0
50980, 0, 57723300, 0
50980, 0, 60301350, 0
50980, 0, 61474500, 0
50980, 0, 59892300, 0
50980, 0, 59210100, 0
50980, 0, 58173300, 0
50980, 0, 60178500, 0
50980, 0, 60656400, 0
50980, 0, 60696900, 0
50980, 0, 61195050, 0
50980, 0, 60704100, 0
50980, 0, 60185700, 0
50980, 0, 57006900, 0
50980, 0, 58398750, 0
50980, 0, 58316850, 0
5825541, 0, 49513789, 0
11312697, 0, 42585102, 0
16625301, 0, 37791933, 0
21996601, 0, 32838175, 0
27374545, 0, 27500850, 0
32837849, 0, 22474046, 0
38330501, 0, 17102121, 0
32823190, 0, 23053860, 0
27353572, 0, 28910838, 0
21789748, 0, 34972608, 0
16206843, 0, 39859345, 0
10660445, 0, 45145100, 0
5120540, 0, 50632155, 0
10664358, 0, 45124100, 0
16233042, 0, 38727666, 0
10783794, 0, 45150912, 0
16341830, 0, 38400976, 0
21795806, 0, 32228040, 0
22075441, 5076445, 27029520, 0
22242549, 10332608, 22222550, 0
11669038, 15552339, 27845223, 0
946569, 21234004, 34068384, 0
70455, 21524940, 34607034, 0
397752, 21657195, 27575709, 5264091
9792, 21739005, 28450400, 5337876
204940, 21623535, 21895984, 10557696
389854, 21457665, 14457600, 15710058
10690108, 20734740, 8572800, 10313148
14464772, 25612345, 3671286, 6928840
16982042, 30986345, 0, 3461610
15466082, 37005000, 0, 0
6826688, 43234655, 0, 3552964
233698, 50525940, 0, 5266200
233698, 52333372, 0, 5268309
233698, 51214208, 0, 5219823
233698, 51455412, 0, 5268309
5388166, 51378144, 0, 0
456652, 56438438, 0, 0
456652, 57025847, 0, 0
456652, 58026389, 0, 0
456652, 58618948, 0, 0
456652, 58229093, 0, 0
456652, 58495863, 0, 0
456652, 57982820, 0, 0
456652, 58439419, 0, 0
456652, 59334695, 0, 0
456652, 58675392, 0, 0
456652, 58808777, 0, 0
456652, 59273204, 0, 0
456652, 59806744, 0, 0
456652, 61353701, 0, 0
1336, 61358851, 455316, 0
1336, 61982207, 455316, 0
1336, 65532720, 482116, 0
1336, 65673830, 481388, 0
1336, 66907770, 482356, 0
1336, 66494740, 493996, 0
1336, 68239148, 491816, 0
1336, 71130358, 482116, 0
1336, 73883033, 488664, 0
1336, 73857386, 485508, 0
1336, 71897399, 463684, 0
1336, 74637199, 459804, 0
444404, 75196489, 0, 0
444404, 71717870, 0, 0
102008, 73449506, 342396, 0
427673, 72472036, 0, 0
427673, 72536205, 0, 0
427673, 71407428, 0, 0
427673, 70496702, 0, 0
82274, 71173927, 345399, 0
82274, 71907699, 348399, 0
82274, 73549519, 342033, 0
82274, 73841936, 344307, 0
82274, 74216547, 350583, 0
82274, 74321710, 353673, 0
425672, 76256050, 0, 0
425672, 78013333, 0, 0
425672, 77474540, 0, 0
425672, 75093901, 0, 0
425672, 75460684, 0, 0
425672, 74716818, 0, 0
425672, 75860942, 0, 0
425672, 74786034, 0, 0
425672, 75817373, 0, 0
77819, 75994327, 347853, 0
77819, 75255508, 346488, 0
77819, 74852778, 347763, 0
77819, 76669080, 348762, 0
77819, 77189848, 370590, 0
77819, 77266789, 377865, 0
77819, 76843459, 377319, 0
77819, 79501168, 392778, 0
77819, 80039961, 396780, 0
77819, 80537657, 393687, 0
77819, 77577128, 400146, 0
77819, 75896889, 398418, 0
77819, 75958380, 396780, 0
77819, 76173959, 400056, 0
85239, 67983930, 7701008, 0
12185, 59487179, 14738946, 0
17997, 53020046, 22030810, 0
17997, 54398213, 22257420, 0
85785, 46649862, 29609842, 0
85785, 46717335, 29260446, 0
69315, 38591685, 36750240, 0
83191, 31192458, 43699682, 0
39241, 23964699, 52204548, 0
53463, 16365259, 58781394, 0
58947, 9197149, 66691000, 0
8001, 2164785, 77140896, 0
106527, 0, 81807942, 0
106527, 0, 79354898, 0
106527, 0, 80898946, 0
106527, 0, 79440364, 0
106527, 0, 78633814, 0
106527, 0, 78702866, 0
106527, 0, 78479296, 0
106527, 0, 78530802, 0
106527, 0, 79028882, 0
106527, 0, 78479296, 0
106527, 0, 78651360, 0
106527, 0, 79903918, 0
106527, 0, 80452938, 0
106527, 0, 79371878, 0
106527, 0, 79303392, 0
106527, 0, 83730078, 0
106527, 0, 83524054, 0
106527, 0, 85411098, 0
106527, 0, 88036772, 0
106527, 0, 88190724, 0
106527, 0, 87195696, 0
106527, 0, 85119608, 0
106527, 0, 85565616, 0
106527, 0, 87864708, 0
106527, 0, 90318318, 0
106527, 0, 91262406, 0
106527, 0, 89409322, 0
106527, 0, 89048780, 0
106527, 0, 91279386, 0
106527, 0, 92377426, 0
106527, 0, 91690868, 0
106527, 0, 87641704, 0
106527, 0, 89803824, 0
106527, 0, 91982924, 0
106527, 0, 93406980, 0
106527, 0, 92222908, 0
106527, 0, 90558868, 0
106527, 0, 88705784, 0
106527, 0, 88019226, 0
8809971, 0, 77720228, 0
110879, 8386312, 79915290, 0
17165167, 0, 67482244, 0
8856859, 0, 81942724, 0
17275, 0, 91178672, 0
17275, 0, 90232886, 0
17275, 0, 88156390, 0
17275, 0, 92766122, 0
17275, 0, 94791931, 0
17275, 0, 93981496, 0
17275, 0, 95889778, 0
17275, 0, 94724534, 0
17275, 0, 96294717, 0
17275, 0, 93559290, 0
17275, 0, 91972397, 0
17275, 0, 97240503, 0
17275, 0, 97088442, 0
17275, 0, 101225281, 0
17275, 0, 104433601, 0
17275, 0, 103251647, 0
17275, 0, 101698174, 0
17275, 0, 101140617, 0
17275, 0, 101495426, 0
17275, 0, 103302334, 0
17275, 0, 103910021, 0
17275, 0, 103757960, 0
17275, 0, 105159372, 0
17275, 0, 109667730, 0
17275, 0, 108941959, 0
17275, 0, 109009356, 0
17275, 0, 109684440, 0
17275, 0, 112318493, 0
17275, 0, 113314966, 0
17275, 0, 117080286, 0
17275, 0, 117620576, 0
17275, 0, 114986523, 0
17275, 0, 114513630, 0
17275, 0, 120896293, 0
17275, 0, 122635247, 0
17275, 0, 121267812, 0
17275, 0, 125033132, 0
17275, 0, 124864361, 0
17275, 0, 125083819, 0
17275, 0, 125506025, 0
17275, 0, 126485231, 0
17275, 0, 126603315, 0
17275, 0, 121588644, 0
17275, 0, 121875499, 0
17275, 0, 120069148, 0
17275, 0, 120524774, 0
17275, 0, 121757415, 0
17275, 0, 124104613, 0
17275, 0, 124982445, 0
17275, 0, 123851178, 0
17275, 0, 125337254, 0
17275, 0, 124222697, 0
17275, 0, 120642858, 0
17275, 0, 121385896, 0
17275, 0, 126215086, 0
17275, 0, 126586605, 0
17275, 0, 125590132, 0
17275, 0, 128832429, 0
17275, 0, 128410223, 0
17275, 0, 136531840, 0
17275, 0, 141664595, 0
17275, 0, 142323526, 0
17275, 0, 144518106, 0
17275, 0, 143032587, 0
17275, 0, 139283977, 0
17275, 0, 133458871, 0
17275, 0, 128477620, 0
17275, 0, 131145650, 0
12925723, 0, 115484508, 0
25746790, 0, 99869364, 0
38244724, 0, 84854394, 0
38648718, 0, 72274843, 11823774
38785454, 0, 63204968, 23826264
39169208, 0, 51274048, 35930862
39813649, 0, 38638301, 47720616
40494874, 0, 24479280, 58884900
40974648, 0, 12197192, 70304508
40839442, 0, 0, 80919930
52301578, 0, 0, 68772816
63750946, 0, 0, 57246840
75093940, 0, 0, 45371976
86449708, 0, 0, 34067304
97677832, 0, 0, 22456248
109016578, 0, 0, 11338746
120491938, 0, 0, 0
120491938, 0, 0, 0
120491938, 0, 0, 0
120491938, 0, 0, 0
120491938, 0, 0, 0
120491938, 0, 0, 0
120491938, 0, 0, 0
108944002, 0, 0, 11547936
120415102, 0, 0, 0
108828748, 0, 0, 11586354
97314964, 0, 0, 23027568
85818262, 0, 0, 34490106
97306426, 0, 0, 22976328
85754224, 0, 0, 34656606
74120908, 0, 0, 46533264
62594320, 0, 0, 57632940
50995156, 0, 0, 69594984
39421606, 0, 0, 81014850
27796828, 0, 0, 92998224
16116550, 0, 0, 105122502
4474696, 0, 0, 116418540
561348, 0, 0, 121313788
561348, 0, 0, 123034288
561348, 0, 0, 122372562
561348, 0, 0, 119769740
12023898, 0, 0, 106983800
179806, 11844092, 0, 107621360
179806, 11970049, 0, 107621360
11663704, 12213214, 0, 95699150
12377442, 23610288, 0, 84590880
767766, 34829028, 0, 85248372
767766, 34968924, 0, 85185760
767766, 34941996, 0, 86281492
767766, 36254700, 0, 86531940
156543, 36581976, 611223, 86845044
156543, 36867996, 647874, 86281492
156543, 36417888, 634686, 85310984
156543, 37334232, 624501, 85436208
11738631, 36731700, 618315, 73353224
11742022, 47872179, 1011125, 61930496
11675901, 58095410, 1611984, 50078028
11595481, 69914388, 1964660, 38194280
11739427, 80546080, 2408880, 27114528
11634214, 93039947, 2786168, 15385864
11598723, 105429750, 3075210, 3846466
3965895, 121930928, 3658068, 0
76539, 126170755, 4185615, 0
76539, 122349880, 4212348, 0
76539, 122009020, 4338411, 0
76539, 120307595, 4415439, 0
76539, 119709020, 4481001, 0
76539, 114255490, 4430706, 0
152367, 101281342, 16283250, 0
