2146
Date,Open,High,Low,Close,Adj Close,Volume
1092960000000,54.049999,54.310001,53.849998,54.259998,31.623514,982700
1093219200000,54.18,54.369999,53.830002,53.880001,31.402035,1021900
1093305600000,54.200001,54.349998,53.889999,54.119999,31.541918,1231200
1093392000000,54.110001,55.459999,54.009998,54.41,31.710939,1619900
1093478400000,53.950001,54.0,52.93,53.25,31.034861,3514200
1093564800000,53.349998,53.5,53.060001,53.400002,31.122288,1181600
1093824000000,53.0,54.029999,53.0,53.720001,31.438293,1620500
1093910400000,53.720001,53.93,53.450001,53.779999,31.473429,1481300
1093996800000,53.950001,54.41,53.810001,54.27,31.760197,1208500
1094083200000,54.32,54.98,54.150002,54.75,32.041092,1721000
1094169600000,54.720001,54.990002,54.650002,54.709999,32.017685,1136800
1094515200000,54.720001,55.009998,54.279999,54.5,31.894794,1626800
1094601600000,54.400002,54.669998,54.299999,54.5,31.894794,1222100
1094688000000,54.5,54.650002,54.060001,54.169998,31.701656,1180500
1094774400000,54.169998,54.23,53.810001,54.23,31.736776,945000
1095033600000,54.299999,54.380001,53.900002,53.919998,31.555351,1447800
1095120000000,54.0,54.18,53.82,53.990002,31.596319,1043400
1095206400000,53.959999,54.080002,53.619999,53.91,31.549498,1345400
1095292800000,53.91,54.439999,53.900002,54.200001,31.719229,763400
1095379200000,54.470001,55.0,54.439999,54.669998,31.994268,1333600
1095638400000,54.450001,54.630001,53.93,54.259998,31.754335,1553700
1095724800000,54.200001,54.619999,53.990002,54.060001,31.637287,1153200
1095811200000,54.0,54.0,53.259998,53.400002,31.251036,1651100
1095897600000,53.5,53.5,52.919998,53.18,31.122288,1114900
1095984000000,53.18,54.57,53.18,54.360001,31.812853,1516000
1096243200000,54.5,54.900002,54.139999,54.639999,31.976717,1783800
1096329600000,54.5,55.68,54.299999,55.5,32.480003,2209100
1096416000000,55.299999,55.299999,54.599998,55.09,32.24007,1827500
1096502400000,54.990002,56.0,54.950001,55.779999,32.643879,1601600
1096588800000,56.0,56.450001,55.84,56.32,32.959892,2753500
1096848000000,56.5,56.740002,55.869999,56.599998,33.12376,2224800
1096934400000,56.5,56.849998,56.360001,56.52,33.076942,1706800
1097020800000,56.5,56.5,55.439999,56.310001,32.954056,2167600
1097107200000,56.48,56.619999,56.18,56.259998,32.924774,1676500
1097193600000,56.259998,56.439999,55.299999,55.419998,32.433197,1603500
1097452800000,55.650002,55.900002,55.419998,55.5,32.480003,922400
1097539200000,55.299999,55.419998,55.060001,55.419998,32.433197,1479300
1097625600000,56.0,56.09,54.57,54.66,31.988432,1102800
1097712000000,54.349998,54.599998,53.959999,53.959999,31.57877,1608300
1097798400000,54.0,54.240002,53.82,53.849998,31.51438,2180800
1098057600000,53.810001,53.970001,52.599998,52.720001,30.85309,2399600
1098144000000,53.0,53.68,52.720001,52.880001,30.946726,1859300
1098230400000,52.880001,53.150002,52.189999,52.849998,30.929169,1833500
1098316800000,52.700001,53.75,52.689999,53.48,31.297867,1513300
1098403200000,53.48,53.889999,53.189999,53.529999,31.327118,1223100
1098662400000,53.25,53.939999,53.0,53.5,31.309559,1684700
1098748800000,53.349998,54.52,53.060001,54.380001,31.824558,1692200
1098835200000,54.200001,54.91,54.110001,54.91,32.134731,1479400
1098921600000,54.98,55.439999,54.759998,55.0,32.187401,1858500
1099008000000,55.0,55.43,54.830002,55.09,32.24007,1373800
1099267200000,55.25,55.799999,55.200001,55.790001,32.649734,1333400
1099353600000,55.759998,55.990002,53.860001,54.110001,31.666561,2853100
1099440000000,55.5,56.18,55.25,55.889999,32.708252,2776800
1099526400000,55.889999,56.009998,55.57,55.950001,32.743362,1719800
1099612800000,56.0,56.990002,55.990002,56.849998,33.270058,1743700
1099872000000,56.950001,57.34,56.619999,57.200001,33.474895,1985300
1099958400000,57.299999,57.439999,56.91,57.009998,33.363701,906200
1100044800000,57.02,57.639999,56.810001,57.509998,33.656319,1340300
1100131200000,57.650002,58.09,57.599998,57.98,33.931381,1479000
1100217600000,57.98,58.560001,57.709999,58.560001,34.270805,1548800
1100476800000,58.25,58.619999,58.110001,58.290001,34.112797,1189000
1100563200000,58.349998,58.450001,57.799999,57.959999,33.919651,1071900
1100649600000,58.060001,58.75,57.93,57.990002,33.937233,1758000
1100736000000,58.240002,58.75,57.990002,58.619999,34.305908,1345500
1100822400000,58.57,58.75,58.200001,58.349998,34.147903,1284800
1101081600000,58.150002,59.16,58.009998,58.860001,34.446369,1531300
1101168000000,58.860001,59.169998,58.84,59.040001,34.551716,2818400
1101254400000,59.049999,59.43,59.049999,59.200001,34.645325,1676700
1101427200000,59.25,59.610001,59.200001,59.540001,34.844318,886500
1101686400000,59.099998,60.099998,59.099998,60.049999,35.290974,2478200
1101772800000,60.0,60.869999,60.0,60.84,35.755245,2691500
1101859200000,60.84,61.459999,60.790001,61.419998,36.096111,1924000
1101945600000,61.419998,61.580002,61.099998,61.48,36.131371,2217100
1102032000000,61.299999,61.77,61.290001,61.619999,36.213642,1579200
1102291200000,61.549999,61.75,61.41,61.610001,36.207783,2020600
1102377600000,61.259998,61.259998,60.110001,60.209999,35.384998,3322500
1102464000000,59.970001,60.0,57.549999,59.119999,34.744404,5090800
1102550400000,58.330002,59.049999,58.23,59.02,34.685646,2245700
1102636800000,58.77,59.689999,58.759998,59.450001,34.938358,1729600
1102896000000,59.990002,60.68,59.66,60.400002,35.496662,1794900
1102982400000,60.349998,60.389999,59.150002,59.709999,35.091145,2821400
1103068800000,59.5,59.650002,59.0,59.380001,34.897221,2096500
1103155200000,59.380001,59.41,58.93,59.259998,34.826698,2034700
1103241600000,58.650002,59.400002,58.650002,58.93,34.632748,2292000
1103500800000,58.939999,59.330002,58.939999,59.080002,34.720924,1283700
1103587200000,58.700001,58.82,57.5,57.599998,33.851116,3926800
1103673600000,58.0,58.900002,57.91,58.799999,34.556351,2594000
1103760000000,58.799999,59.139999,58.66,58.939999,34.638622,1034000
1104105600000,58.830002,58.830002,57.279999,57.380001,33.721828,3316500
1104192000000,57.630001,57.75,56.75,56.759998,33.35746,4496600
1104278400000,55.740002,56.0,54.66,55.25,32.470039,6284300
1104364800000,55.529999,55.799999,55.049999,55.599998,32.675751,2457400
1104451200000,55.549999,56.119999,55.330002,55.549999,32.646343,1957500
1104710400000,55.400002,55.639999,54.099998,54.209999,31.858839,5258500
1104796800000,53.98,53.98,52.540001,53.290001,31.318167,9493800
1104883200000,53.290001,55.0,52.669998,54.630001,32.105675,6969900
1104969600000,54.630001,55.43,54.27,54.509998,32.035152,3024800
1105056000000,54.509998,55.009998,54.169998,54.77,32.187954,2158100
1105315200000,54.700001,55.5,54.349998,55.0,32.323116,3109700
1105401600000,54.75,55.490002,54.41,55.099998,32.381893,3680200
1105488000000,54.950001,55.959999,54.950001,55.799999,32.793285,3046700
